start_time,end_time,ac1,ac2,ac1_start_lat,ac1_start_lon,ac1_start_alt,ac2_start_lat,ac2_start_lon,ac2_start_alt,ac1_end_lat,ac1_end_lon,ac1_end_alt,ac2_end_lat,ac2_end_lon,ac2_end_alt,min_horiz_m,min_horiz_nm,min_vert_ft,ac1_min_lat,ac1_min_lon,ac1_min_alt,ac2_min_lat,ac2_min_lon,ac2_min_alt,los_occurred
43201.0,43208.0,N9886K,VTOL1,28.310886456617045,-81.4378108023054,243.84,28.428981068667376,-81.3093523886934,278.892,28.309955708265274,-81.43587231412214,243.84,28.42714570690013,-81.31189548644276,257.55600000000004,18990.992843651362,10.25431579030851,45.00000144000012,28.309955708265274,-81.43587231412214,243.84,28.42714570690013,-81.31189548644276,257.55600000000004,0
43201.0,43231.0,AAL599,VTOL1,28.465449940339546,-81.322333,411.48,28.428981068667376,-81.3093523886934,278.892,28.49210920275536,-81.3226400278549,563.88,28.42173937876811,-81.32317112323696,259.68960000000004,4309.21268719004,2.326788707985983,435.0000139200001,28.465449940339546,-81.322333,411.48,28.428981068667376,-81.3093523886934,278.892,1
43216.0,43261.0,MXY738,VTOL1,28.43481125977028,-81.295866,190.5,28.42526482265537,-81.31625798387498,261.8232,28.464980170502646,-81.28699792325587,533.4,28.414985824169094,-81.33693030687566,248.7168,2506.474227865744,1.35338781202254,234.00000748799994,28.43481125977028,-81.295866,190.5,28.42526482265537,-81.31625798387498,261.8232,1
43216.0,43268.0,N1297F,VTOL1,28.29683655085138,-81.44244195596043,152.4,28.42526482265537,-81.31625798387498,261.8232,28.305998934709667,-81.43282422686346,304.8,28.4136163112607,-81.33970109906011,245.0592,15842.450045100712,8.554238685259563,196.00000627200004,28.305998934709667,-81.43282422686346,304.8,28.4136163112607,-81.33970109906011,245.0592,0
43201.0,43301.0,SWA4720,VTOL1,28.36687437062644,-81.28193856419058,297.18,28.428981068667376,-81.3093523886934,278.892,28.427355054773482,-81.282085,152.4,28.40582067202316,-81.35519435375379,233.17200000000003,5955.718569445499,3.2158307610396863,329.000010528,28.39464090547735,-81.282085,152.4,28.418504100143767,-81.32996915902314,252.6792,1
43286.0,43326.0,SWA3778,VTOL1,28.441469931790035,-81.322333,190.5,28.409326800253375,-81.34822562111185,237.1344,28.472577337538315,-81.322385,502.92,28.400075813427836,-81.3665981351251,223.72320000000002,4594.710220843977,2.4809450436522558,153.000004896,28.441469931790035,-81.322333,190.5,28.409326800253375,-81.34822562111185,237.1344,1
43201.0,43349.0,NKS3995,VTOL1,28.288981454426267,-81.26074300383993,441.96000000000004,28.428981068667376,-81.3093523886934,278.892,28.390584754501987,-81.281979,175.26000000000002,28.394934508657364,-81.37680034982435,213.9696,9494.200050985235,5.126457910899155,272.000008704,28.365216102857143,-81.281768,312.42,28.404730279397093,-81.35734961609427,229.51440000000002,1
43201.0,43361.0,SWA2674,VTOL1,28.322882833420728,-81.32932069962953,525.78,28.428981068667376,-81.3093523886934,278.892,28.42654877284321,-81.321699,160.02,28.392032799076095,-81.38256394179801,210.0072,4212.086157482341,2.2743445774742663,234.00000748800005,28.388042646214053,-81.321699,160.02,28.405879345461788,-81.35506873494238,231.34320000000002,1
43403.0,43486.0,N1297F,VTOL1,28.26617517806198,-81.41618243071845,251.46,28.3822944277366,-81.40188930260445,192.6336,28.292965744553463,-81.4508558118486,160.02,28.35972075457271,-81.4366961588186,439.21680000000003,7596.500891508191,4.1017823388273165,916.0000293120002,28.292965744553463,-81.4508558118486,160.02,28.35972075457271,-81.4366961588186,439.21680000000003,1
43455.0,43494.0,N22839,VTOL1,28.0669684322278,-81.6074841026808,579.12,28.36839263164897,-81.42444753882015,280.416,28.081901701966157,-81.61186613567037,579.12,28.35715589527035,-81.43931691720202,469.6968,36164.114948293,19.527059907285636,359.00001148800004,28.081901701966157,-81.61186613567037,579.12,28.35715589527035,-81.43931691720202,469.6968,0
